,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
1533822,1,1,1,1,1,-4,5,10000,10800.0,0,0.0
1533823,1,1,1,1,1,-4,5,10000,10800.0,79,0.0
1533824,1,1,1,1,1,-4,5,10000,10800.0,171,0.0
1533825,1,1,1,1,1,-4,5,10000,10800.0,263,0.0
1533826,1,1,1,1,1,-4,5,10000,10800.0,354,0.0
1533827,1,1,1,1,1,-4,5,10000,10800.0,364,0.0
1533828,1,1,1,1,1,-4,5,10000,21600.0,0,0.0
1533829,1,1,1,1,1,-4,5,10000,21600.0,79,0.0
1533830,1,1,1,1,1,-4,5,10000,21600.0,171,0.0
1533831,1,1,1,1,1,-4,5,10000,21600.0,263,0.0
1533832,1,1,1,1,1,-4,5,10000,21600.0,354,0.0
1533833,1,1,1,1,1,-4,5,10000,21600.0,364,0.0
1533834,1,1,1,1,1,-4,5,10000,25200.0,0,0.0
1533835,1,1,1,1,1,-4,5,10000,25200.0,79,0.0
1533836,1,1,1,1,1,-4,5,10000,25200.0,171,0.0
1533837,1,1,1,1,1,-4,5,10000,25200.0,263,0.0
1533838,1,1,1,1,1,-4,5,10000,25200.0,354,0.0
1533839,1,1,1,1,1,-4,5,10000,25200.0,364,0.0
1533840,1,1,1,1,1,-4,5,10000,27000.0,0,0.0
1533841,1,1,1,1,1,-4,5,10000,27000.0,79,0.0
1533842,1,1,1,1,1,-4,5,10000,27000.0,171,0.0
1533843,1,1,1,1,1,-4,5,10000,27000.0,263,0.0
1533844,1,1,1,1,1,-4,5,10000,27000.0,354,0.0
